respondent_id,dna_segment,age_group,city_tier,gender,occupation,monthly_income_midpoint,openness_score,conscientiousness_score,extraversion_score,agreeableness_score,neuroticism_score,stress_score,pss_control,pss_overwhelm,pss_confidence_r,pss_irritation_r,life_stage,current_mood,reader_identity,personalization_importance,books_per_month,reads_morning,reads_commute,reads_afternoon,reads_evening,reads_latenight,reads_weekend,reading_motivation,genre_fantasy,genre_selfhelp,genre_literary,genre_romance,genre_thriller,genre_biography,genre_business,genre_regional,genre_comics,genre_poetry,discovery_social,discovery_friends,discovery_bestsellers,discovery_apps,discovery_bookstore,discovery_youtube,discovery_syllabus,social_sharing_level,format_preference,interest_books,interest_journal,interest_bookmark,interest_candle,interest_tote,interest_apparel,interest_decor,interest_annotation,interest_pin,subscription_interest,eco_importance,gifting_behaviour,barrier_price,barrier_quality,barrier_trust,barrier_delivery,barrier_privacy,barrier_platform,trust_driver,discount_preference,psm_too_cheap,psm_bargain,psm_expensive_ok,psm_too_expensive,monthly_book_spend,lifestyle_spend,max_single_spend,shops_amazon,shops_flipkart,shops_d2c,shops_instagram,shops_whatsapp,shops_qcommerce,shops_offline,payment_method,impulse_buying,nps_proxy,switching_tendency,platform_interest,share_intent,reading_habit_status,purchase_intent,will_buy,format_class,data_quality_flag
BDNA0062,Midnight Escapist,3,1,1,2,22500,2,3,3,4,4,10,2,3,2,3,1,4,5,4,1.0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,3,1,1,1,0,1,0,0,1,0,1,1,4,2,0,0,0,0,1,0,2,3,126,435.0,826,958,1500,2250,350,1,0,1,0,0,0,0,1,3,10,1,2,3,3,1,1,1,clean
BDNA0063,Curious Explorer,5,1,1,2,2500,4,3,4,3,2,7,1,2,1,2,7,5,4,3,2.5,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,2,1,1,1,0,0,1,0,0,1,2,2,1,0,1,0,0,1,0,1,6,176,,726,1222,100,2250,150,1,0,0,0,1,0,1,1,2,6,1,2,3,2,2,1,1,missing_psm
BDNA0064,Productivity Achiever,6,3,2,2,80000,2,4,3,4,2,7,2,2,1,2,3,1,1,5,2.5,0,1,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,4,5,1,1,1,0,0,0,0,0,1,1,2,2,0,0,0,0,1,1,5,2,466,1182.0,1909,2849,350,250,750,0,0,0,1,0,0,1,4,4,8,3,1,2,3,1,1,3,clean
BDNA0065,Midnight Escapist,3,4,2,2,22500,3,3,2,3,4,10,2,2,3,2,1,3,3,3,5.0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,4,2,1,1,0,1,1,0,1,0,0,1,4,2,1,0,1,1,0,0,3,4,104,453.0,644,1069,350,2250,350,0,1,0,1,0,0,0,1,1,4,3,2,4,1,2,1,1,clean
BDNA0066,Emotional Reader,4,2,2,2,10000,2,3,3,5,4,7,2,2,2,2,2,2,3,4,2.5,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,2,3,1,0,1,0,1,0,0,0,0,2,3,1,0,0,0,1,0,0,2,2,262,564.0,875,1430,750,1000,350,0,0,1,0,0,0,0,1,2,10,1,3,4,2,1,1,2,clean
BDNA0067,Midnight Escapist,4,2,1,3,2500,2,2,3,4,5,10,2,2,2,2,1,3,1,4,1.0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,3,2,1,1,0,1,1,0,0,0,1,3,3,3,1,0,0,1,0,0,3,1,244,437.0,738,858,750,1000,2500,1,0,1,1,0,1,0,1,4,5,2,2,2,1,1,1,1,clean
BDNA0068,Curious Explorer,3,2,2,2,10000,5,3,4,3,3,8,2,2,2,2,7,4,1,4,1.0,0,0,0,0,1,0,5,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,2,1,0,1,1,1,0,1,0,0,1,3,3,3,0,0,0,0,0,0,2,4,246,377.0,608,708,1500,2250,750,1,0,0,0,1,0,0,1,1,6,2,1,1,4,1,1,1,clean
BDNA0069,Midnight Escapist,3,2,2,3,10000,3,3,1,3,5,14,3,3,4,3,2,2,1,5,2.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,3,1,1,0,1,1,1,1,0,0,0,2,1,2,1,1,0,1,0,0,1,1,112,340.0,574,768,0,2250,350,1,1,0,0,1,0,0,4,1,8,3,1,3,2,4,0,1,clean
BDNA0070,Non-Reader,3,3,1,6,10000,2,3,3,4,1,3,0,0,1,1,1,5,6,3,5.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,3,4,3,0,0,1,0,0,1,3,4,240,345.0,712,870,100,250,150,0,0,0,0,0,0,0,1,4,4,2,4,2,5,2,1,1,clean
BDNA0071,Curious Explorer,4,2,1,3,2500,5,3,4,4,3,7,2,2,2,2,5,4,3,3,1.0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,1,0,0,1,0,0,0,3,1,2,0,0,1,0,0,0,1,1,171,379.0,491,680,750,1000,750,0,1,1,1,0,0,0,1,2,10,3,2,1,1,2,1,1,clean
BDNA0072,Midnight Escapist,3,2,1,3,2500,4,2,2,4,3,9,1,2,2,1,1,2,2,3,2.5,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,4,1,1,1,0,0,0,0,1,0,0,1,1,2,1,0,0,0,1,0,4,2,233,273.0,643,743,750,2250,350,0,1,0,0,0,0,1,1,2,6,3,1,2,1,5,0,1,clean
BDNA0073,Midnight Escapist,3,1,1,2,10000,2,1,3,3,3,11,3,2,2,2,1,6,4,4,1.0,0,1,0,0,0,1,3,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,2,2,1,1,1,0,1,0,0,1,1,1,4,1,0,1,0,0,0,0,6,3,152,378.0,738,869,350,4500,350,0,0,0,1,0,0,1,5,2,7,3,1,2,1,1,1,1,clean
BDNA0074,Curious Explorer,3,3,2,5,2500,5,5,4,4,3,7,2,2,2,1,6,4,1,4,2.5,0,1,1,1,0,0,3,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,3,1,1,1,0,0,0,0,1,1,2,3,2,0,0,1,1,0,0,1,6,146,357.0,659,973,350,2250,750,0,0,0,0,0,0,1,1,4,3,3,2,2,2,1,1,2,clean
BDNA0075,Curious Explorer,3,4,1,2,22500,5,3,4,3,4,9,2,2,2,3,2,4,4,5,5.0,0,1,0,1,0,1,3,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,3,1,1,1,0,1,0,0,1,0,3,4,2,0,0,0,0,0,0,1,2,95,462.0,740,919,1500,250,1500,0,0,0,1,0,0,0,1,2,10,2,2,1,1,1,1,2,clean
BDNA0076,Curious Explorer,2,1,2,1,22500,5,3,4,2,3,0,0,0,0,1,2,5,4,4,5.0,1,0,0,1,1,1,6,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,2,1,1,1,1,1,0,0,0,1,3,4,2,0,0,0,0,0,0,1,4,151,391.0,672,929,100,2250,350,1,0,0,1,0,0,1,4,3,4,3,2,3,1,2,1,1,clean
BDNA0077,Curious Explorer,2,4,1,3,80000,5,4,3,3,4,4,2,1,1,1,7,4,4,5,1.0,0,0,1,0,0,0,3,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,2,1,0,0,0,0,0,1,0,1,0,2,3,2,1,0,0,1,1,0,1,1,403,858.0,1553,2057,350,250,750,0,0,0,1,0,0,0,1,2,9,4,2,2,2,4,0,1,clean
BDNA0078,Midnight Escapist,2,3,2,3,10000,4,2,2,4,4,11,2,2,3,3,2,3,1,4,1.0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,2,3,1,1,1,1,0,0,1,0,1,1,2,2,1,0,0,0,0,0,1,2,195,450.0,696,1116,750,2250,750,0,1,1,0,0,0,0,4,2,6,2,3,2,3,1,1,2,clean
BDNA0079,Productivity Achiever,3,3,1,3,22500,4,4,4,2,3,3,0,1,1,1,3,2,6,3,2.5,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,1,1,0,0,1,0,0,0,0,0,2,2,4,0,0,0,0,1,1,5,1,396,,1169,2002,350,250,350,1,1,0,0,0,1,0,2,3,8,1,1,1,2,2,1,1,missing_psm
BDNA0080,Midnight Escapist,2,3,1,2,120000,2,2,2,4,3,11,2,3,2,3,2,1,2,4,2.5,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,1,1,0,0,1,1,0,0,1,1,1,2,3,1,0,0,0,0,1,3,2,110,220.0,554,7647,750,1000,2500,0,0,0,1,1,1,0,2,2,3,1,1,1,2,2,1,1,outlier_spend
BDNA0081,Curious Explorer,3,2,3,2,10000,5,4,4,4,2,5,0,2,1,1,2,1,4,3,2.5,0,0,0,1,0,0,4,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,2,2,1,1,1,1,1,1,0,0,1,3,4,4,0,0,1,0,0,0,1,3,162,363.0,698,817,0,250,150,1,1,0,0,1,0,0,1,3,7,2,3,2,1,3,0,1,clean
BDNA0082,Emotional Reader,4,1,1,2,10000,3,3,2,5,4,8,3,2,2,1,7,1,6,4,5.0,0,0,0,1,0,1,3,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,3,1,1,1,0,0,0,0,1,1,1,1,2,1,0,0,0,0,0,0,3,2,194,545.0,995,1413,350,2250,350,1,1,0,0,1,0,0,1,3,9,2,1,2,2,3,0,1,clean
BDNA0083,Productivity Achiever,7,2,1,4,22500,2,5,3,4,3,7,2,1,1,2,2,1,2,5,1.0,0,1,1,0,0,1,2,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,3,1,1,1,0,1,1,0,0,0,3,3,2,1,0,0,0,0,1,6,2,393,773.0,1288,1941,750,7500,350,0,1,1,0,0,0,0,5,2,10,1,2,3,5,2,1,2,clean
BDNA0084,Midnight Escapist,4,1,1,2,2500,2,3,1,5,5,11,3,3,3,2,1,3,2,5,5.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,1,1,0,1,0,0,0,0,2,3,1,1,0,0,0,0,0,3,6,118,348.0,568,1004,0,2250,350,1,0,0,0,0,0,1,1,2,6,2,1,1,2,1,1,1,clean
BDNA0085,Productivity Achiever,2,1,2,3,22500,2,5,4,3,2,7,2,1,2,2,2,4,4,4,1.0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,2,5,0,0,0,1,1,1,0,1,0,3,3,1,0,0,0,0,0,0,4,3,321,807.0,1280,2127,750,4500,350,1,0,0,0,0,0,0,1,2,6,1,5,5,1,2,1,3,clean
BDNA0086,Productivity Achiever,3,2,2,5,45000,4,5,2,3,2,6,2,1,1,1,3,4,2,4,8.0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,2,5,0,0,0,1,0,0,0,0,0,3,2,2,0,1,0,0,0,0,4,4,484,896.0,1459,2277,750,2250,750,0,0,1,0,1,0,0,1,4,9,3,2,4,5,3,0,3,clean
BDNA0087,Curious Explorer,4,2,4,2,10000,4,3,4,4,4,7,1,2,3,2,2,4,3,4,2.5,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,3,1,0,1,1,0,0,1,0,1,2,3,3,0,1,1,1,0,0,2,1,162,254.0,413,856,750,4500,350,0,0,0,1,0,1,0,1,1,6,4,3,2,3,2,1,2,clean
BDNA0088,Emotional Reader,4,4,1,2,10000,3,1,3,4,3,4,1,1,2,2,4,3,3,4,2.5,0,0,0,0,1,1,3,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,3,5,1,1,0,0,0,0,1,0,1,2,4,3,0,1,1,0,0,0,1,2,141,294.0,476,876,750,2250,750,1,0,1,0,0,0,0,1,3,7,1,2,3,4,1,1,3,clean
BDNA0089,Non-Reader,5,3,2,5,45000,2,2,2,2,1,3,1,1,2,1,7,3,5,1,2.5,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,4,2,3,1,0,1,1,0,0,2,2,217,432.0,781,912,100,250,350,1,0,0,0,1,0,1,2,3,3,3,5,4,4,4,0,1,clean
BDNA0090,Productivity Achiever,5,1,2,3,10000,4,4,4,3,2,5,2,2,2,2,3,2,6,4,2.5,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,1,1,0,0,1,0,0,2,2,1,0,0,0,1,0,0,2,3,281,497.0,874,1260,350,7500,350,0,1,1,0,0,0,0,1,1,7,1,3,4,4,5,0,1,clean
BDNA0091,Midnight Escapist,3,3,1,3,10000,2,2,2,4,5,16,4,4,3,3,2,4,2,5,5.0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,3,2,1,1,1,1,0,1,0,0,0,3,3,2,0,0,0,0,0,0,2,3,184,370.0,794,1005,350,2250,750,1,1,0,1,0,0,0,1,2,5,1,1,2,2,1,1,1,clean
BDNA0092,Curious Explorer,3,3,2,4,10000,5,2,4,2,2,9,3,2,3,2,1,4,5,4,2.5,0,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,4,0,0,0,1,1,1,1,0,0,2,1,2,0,0,0,0,0,0,1,2,30,379.0,606,878,100,1000,750,0,0,0,0,0,0,0,1,1,9,2,2,4,2,3,0,3,clean
BDNA0093,Curious Explorer,4,1,2,4,10000,5,3,4,4,1,8,2,2,1,3,2,4,1,4,2.5,1,1,1,0,1,0,2,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,3,1,0,1,0,1,0,0,0,0,0,1,2,1,0,1,0,0,0,0,1,3,170,343.0,552,939,100,2250,1500,0,0,0,1,1,0,0,4,1,9,2,1,3,2,1,1,1,clean
BDNA0094,Emotional Reader,3,1,2,2,22500,4,5,2,4,3,12,2,4,3,3,2,4,3,3,5.0,1,0,0,1,0,0,3,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,2,1,1,0,1,0,1,0,1,1,0,2,1,1,0,1,0,0,1,0,6,1,133,489.0,854,1381,350,4500,150,0,0,0,0,0,0,0,1,3,6,2,1,5,4,2,1,1,clean
BDNA0095,Curious Explorer,3,1,1,2,10000,5,3,4,4,4,5,2,1,1,1,4,4,5,3,2.5,0,1,0,0,1,0,3,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,2,3,1,0,1,1,1,1,0,0,1,3,2,3,1,1,0,1,0,0,2,4,397,233.0,545,645,350,4500,150,1,0,1,0,0,1,1,1,1,5,3,2,1,1,3,0,2,psm_inversion
BDNA0096,Productivity Achiever,3,3,1,3,80000,4,4,4,3,2,3,1,2,1,0,3,4,1,3,8.0,1,0,1,0,0,1,4,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,3,4,1,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,5,3,577,1162.0,1938,2855,350,4500,750,1,0,1,1,0,0,0,3,3,3,2,5,2,4,4,0,3,clean
BDNA0097,Emotional Reader,5,4,1,5,45000,1,2,2,5,4,8,2,2,2,2,2,6,4,5,8.0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,1,1,1,1,0,1,1,1,0,0,1,2,1,0,0,0,0,0,0,4,6,255,616.0,811,1649,750,2250,2500,1,0,0,0,0,1,0,1,2,9,2,1,1,2,2,1,1,clean
BDNA0098,Productivity Achiever,6,4,2,3,22500,2,4,4,4,1,5,2,2,1,1,3,4,3,5,1.0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,4,0,1,0,1,1,0,1,0,0,1,3,2,0,0,0,0,0,1,4,5,422,760.0,1280,1726,350,4500,750,1,1,0,1,0,0,0,2,4,4,3,4,5,3,1,1,3,clean
BDNA0099,Midnight Escapist,2,2,1,3,22500,3,2,2,5,4,10,3,2,2,3,2,3,6,4,5.0,0,1,0,1,1,0,5,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4,1,1,0,1,1,1,0,0,0,2,3,2,1,0,1,1,0,0,3,4,160,463.0,851,1000,750,2250,350,1,0,1,1,0,1,0,1,1,5,2,1,1,1,4,0,3,clean
BDNA0100,Midnight Escapist,2,3,1,1,10000,3,3,2,3,5,12,3,4,4,3,2,1,4,4,0.0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,3,1,0,0,0,0,1,0,1,1,0,2,3,2,1,0,0,0,0,0,5,2,271,381.0,560,822,350,4500,750,0,1,0,1,0,0,0,1,3,5,2,3,1,3,2,1,1,clean
BDNA0101,Midnight Escapist,3,3,1,2,45000,4,3,2,4,4,16,4,4,4,4,1,2,1,4,5.0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0,0,1,1,0,1,0,1,2,2,2,1,0,0,0,1,0,2,3,211,608.0,1070,1721,100,2250,750,1,0,0,0,0,0,1,1,2,5,3,2,5,1,2,1,1,clean
BDNA0102,Emotional Reader,5,2,2,1,10000,2,4,3,4,4,10,3,2,2,3,6,3,4,3,2.5,0,1,0,0,0,1,2,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,3,2,1,1,0,1,0,1,0,0,0,3,4,3,0,0,1,0,0,0,5,2,232,411.0,677,959,100,4500,350,1,1,1,0,1,0,0,2,2,7,1,4,3,2,3,0,1,clean
BDNA0103,Productivity Achiever,4,1,2,3,22500,3,5,4,3,2,9,2,2,2,3,6,6,5,5,2.5,1,1,0,0,0,1,6,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,2,5,0,0,1,0,0,0,0,1,0,2,4,1,1,0,0,1,0,0,3,1,394,804.0,1339,2045,2500,4500,1500,0,1,0,0,0,1,0,1,3,7,1,1,2,2,2,1,3,clean
BDNA0104,Productivity Achiever,3,1,1,3,22500,3,4,4,3,2,9,2,3,1,2,3,5,5,3,1.0,1,0,1,1,1,0,5,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,3,4,3,0,0,0,0,0,0,5,1,292,692.0,1256,1676,750,1000,750,1,0,0,0,0,0,1,2,3,4,2,1,1,1,1,1,1,clean
BDNA0105,Non-Reader,2,1,1,2,120000,2,3,4,3,2,7,3,2,2,2,7,6,6,4,2.5,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,1,0,5,1,548,1094.0,1827,2539,1500,250,750,0,0,0,0,0,0,0,3,4,3,1,1,4,4,5,0,2,clean
BDNA0106,Midnight Escapist,3,2,2,4,80000,3,2,3,4,4,7,2,1,2,1,3,1,3,3,1.0,1,0,0,1,1,0,3,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,3,1,1,0,1,0,1,1,0,1,1,3,4,1,1,0,1,0,0,1,2,1090,1004.0,1534,2275,350,2250,2500,1,1,0,0,0,0,0,1,2,9,1,2,2,4,1,1,2,psm_inversion
BDNA0107,Productivity Achiever,3,3,1,3,22500,3,5,3,4,2,8,2,2,2,2,2,2,3,3,5.0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,4,1,0,1,0,1,1,0,1,0,2,3,1,0,0,0,0,0,0,3,2,414,897.0,1595,2231,350,7500,750,0,1,0,0,0,1,0,1,2,9,3,2,4,1,1,1,3,clean
BDNA0108,Curious Explorer,3,5,2,2,22500,5,3,5,3,3,0,0,0,0,0,1,4,4,3,2.5,1,1,1,1,0,0,3,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,2,1,1,0,1,0,0,1,0,0,3,3,3,1,0,0,0,0,0,1,6,311,425.0,554,1130,100,250,150,1,0,0,1,0,0,0,2,2,5,3,1,1,1,1,1,1,clean
BDNA0109,Midnight Escapist,3,3,1,3,10000,3,2,2,3,5,15,3,3,4,4,4,3,1,5,0.0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3,1,1,0,1,0,1,0,1,1,0,1,3,3,0,0,0,0,0,0,3,1,98,292.0,459,925,350,1000,150,1,1,0,0,1,1,0,4,2,8,1,5,1,1,3,0,1,clean
BDNA0110,Midnight Escapist,6,1,1,1,2500,3,3,3,4,5,11,3,3,2,3,7,2,4,4,1.0,0,0,1,1,1,1,5,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,5,1,1,0,1,0,1,1,0,0,1,4,1,0,1,0,0,0,0,3,3,39,232.0,282,658,350,1000,150,0,1,0,1,0,1,0,3,3,5,4,4,5,1,1,1,3,clean
BDNA0111,Midnight Escapist,3,3,2,1,22500,2,2,2,5,4,11,3,2,3,3,1,3,1,5,1.0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,2,1,1,0,1,0,1,0,0,0,2,3,3,1,0,1,0,0,0,1,6,148,365.0,637,1090,350,7500,350,1,0,0,0,0,0,1,2,2,7,1,4,2,1,1,1,1,clean
BDNA0112,Midnight Escapist,3,4,2,5,2500,3,3,3,3,5,11,3,2,3,3,2,1,1,3,5.0,0,0,0,1,1,1,2,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,2,1,0,0,1,1,1,1,0,0,0,2,3,3,0,1,1,0,0,0,3,5,147,370.0,616,716,750,2250,350,0,1,0,1,0,0,0,1,2,7,1,2,1,1,2,1,1,clean
BDNA0113,Non-Reader,2,2,1,3,22500,1,3,3,3,2,3,1,0,1,1,7,4,3,3,1.0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,4,3,2,0,1,1,0,0,0,3,1,69,486.0,597,1342,0,1000,750,0,0,0,1,0,0,0,2,3,4,3,5,5,2,4,0,1,clean
BDNA0114,Curious Explorer,3,2,2,2,22500,4,3,4,3,2,3,1,1,1,2,2,4,5,4,8.0,1,0,1,1,0,0,3,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,2,3,3,0,1,0,0,0,0,3,2,298,583.0,1098,1408,750,2250,150,0,0,1,1,0,0,0,1,2,8,3,2,1,1,1,1,1,clean
BDNA0115,Emotional Reader,5,2,1,1,2500,4,4,3,4,3,9,2,3,2,2,3,4,2,4,1.0,0,0,0,0,0,0,2,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,2,1,0,0,1,0,0,1,0,0,1,3,1,0,1,0,0,0,0,5,1,115,219.0,269,520,350,1000,150,0,0,0,0,0,0,0,1,3,6,3,1,4,4,1,1,1,clean
BDNA0116,Curious Explorer,3,2,2,2,22500,5,3,4,4,1,6,1,2,1,1,2,2,4,4,2.5,1,0,0,1,1,1,5,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,2,0,0,1,0,0,1,1,0,0,2,3,2,1,1,0,0,0,0,2,1,270,518.0,791,1680,0,250,350,1,0,0,0,0,1,0,1,2,6,4,4,1,4,1,1,1,clean
BDNA0117,Curious Explorer,2,4,2,2,10000,5,3,4,4,1,5,1,1,2,1,1,4,6,3,2.5,0,0,0,0,0,0,3,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,4,1,1,1,0,0,0,1,0,1,2,1,3,1,0,0,0,0,0,3,1,164,473.0,838,999,1500,1000,1500,0,1,0,1,0,0,1,1,2,9,3,4,1,1,5,0,3,clean
BDNA0118,Midnight Escapist,2,5,1,1,22500,3,2,2,5,5,9,3,2,2,2,2,6,2,5,5.0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,5,1,0,1,0,0,1,1,1,1,1,2,3,0,1,1,0,0,0,3,2,269,520.0,961,1206,100,2250,2500,1,0,0,0,0,0,1,1,1,9,1,1,5,3,2,1,3,clean
BDNA0119,Non-Reader,3,2,1,1,80000,2,3,2,3,2,4,1,1,0,2,7,6,3,3,0.0,0,0,0,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,4,3,2,1,1,0,1,1,1,1,5,407,889.0,1353,2293,0,250,150,1,1,0,0,0,0,0,4,4,5,4,4,3,4,2,1,1,clean
BDNA0120,Emotional Reader,2,1,1,3,45000,3,3,4,5,3,10,3,3,3,2,1,3,3,3,5.0,0,0,0,0,1,0,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,1,0,0,1,0,0,0,2,2,2,1,0,0,0,0,1,3,3,417,705.0,1036,1543,100,1000,150,1,1,1,0,0,0,0,2,2,7,1,1,3,3,2,1,1,clean
BDNA0121,Curious Explorer,3,3,1,4,22500,5,2,4,2,2,4,1,0,1,1,1,3,3,4,2.5,1,0,0,0,0,0,6,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,2,1,1,1,1,0,1,1,0,0,1,3,3,1,1,0,1,0,0,0,2,3,442,333.0,414,939,100,4500,750,1,0,1,0,0,0,0,1,2,5,2,2,1,4,3,0,1,psm_inversion
BDNA0122,Non-Reader,4,4,1,1,22500,1,4,2,4,3,4,2,0,1,0,5,1,2,3,0.0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,5,0,0,0,0,0,0,0,0,0,4,3,2,1,0,1,0,0,0,3,4,185,374.0,654,858,0,1000,750,1,0,0,0,0,0,0,1,3,2,4,4,4,4,5,0,3,clean
BDNA0123,Productivity Achiever,3,2,1,3,22500,3,3,3,4,3,8,2,2,2,2,4,2,2,4,2.5,1,0,0,0,1,0,3,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,3,5,1,1,1,1,1,0,0,0,0,3,1,1,0,0,0,0,0,0,2,3,260,610.0,1039,1585,750,7500,350,1,0,0,1,0,0,1,3,4,7,1,2,3,2,2,1,3,clean
BDNA0124,Midnight Escapist,3,2,2,6,45000,2,3,3,5,4,10,2,3,3,3,1,1,6,4,1.0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,2,2,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,3,365,754.0,1212,2049,350,2250,350,1,0,0,0,0,0,0,1,2,10,1,1,2,2,5,0,1,clean
BDNA0125,Midnight Escapist,3,2,1,1,22500,3,2,2,5,4,13,4,3,3,3,1,1,1,4,2.5,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,3,2,1,1,1,1,0,1,0,0,0,2,2,2,1,0,0,0,1,0,3,2,185,481.0,844,1060,100,7500,750,0,1,0,0,1,0,1,1,1,9,1,1,5,3,3,0,1,clean
